"","x","label","type","author","title","journal","year","volume","url","abstract","publisher","language","keywords","issn","doi","issue","address","edition","editor","pages","citation","screened_titles","notes","screened_abstracts"
"87",1715,"Bargali_1993_JoofVeSc","ARTICLE","Bargali, S.S. and Singh, R.P. and Joshi, M.","Changes in soil characteristics in eucalypt plantations replacing natural broadleaved forests","Journal of Vegetation Science",1993,"4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027460968&doi=10.2307%2f3235730&partnerID=40&md5=e5184f01ee5dff000db3f17e06c68530","Properties of the top 30 cm of soil under plantations of 1yr to 8yr old Eucalyptus (the hybrid E. tereticornis) and in adjacent natural mixed broadleaved forest were compared in the subtropical zone of the central Himalaya. Various soilphysical characteristics decreased with increasing age; soilchemical properties, notably organic carbon, total N, P and K decreased as a result of reforestation with Eucalyptus and further decreased with increasing age of the plantation. 1993 IAVS the International Association of Vegetation Science",NA,"English","eucalypt plantation;  forest soil;  soil chemical property;  soil physical property, India, Himalaya, Tarai Belt","11009233","10.2307/3235730","1",NA,NA,NA,"25-28","Changes in Soil Characteristics in Eucalypt Plantations Replacing Natural Broadleaved Forests.","selected",NA,"selected"
"88",1720,"Rajwar_1993_GarHimecoandenv","BOOK","Rajwar, G.S.","Garhwal Himalaya: ecology and environment","Garhwal Himalaya: ecology and environment",1993,NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041146256&partnerID=40&md5=698d4726fcc8d8ac8ec4357aba709124","The Garhwal Himalaya is part of the foothills of the Himalayas, bounded in the east by the Kimaun Himalaya and in the west by the Tons River. The 18 varied chapters in this book are as follows: a physiographic profile; precipitation climatology; the Man and the Biosphere concept for the region: a geological analysis of the 1991 Uttarkashi earthquake; landslides along the Mussoorie-Tehri road; soil loss through surface runoff from grazing lands under different fire frequency regimes; landslide hazard zones between the Alaknanda and Mandakini rivers; rare or threatened medicinal plants and their conservation; an environmental impact assessment of human activities on alpine plants; different types of forest communities in Pauri District; a description of Lokpal; energy audit of apple cutivation; structure of primary production in a montane pasture; growth pattern of some broadleaved tree species; comparative analysis of seed germination for some tree species; non-conventional fodder species; the Chipko movement's Earth charter; and the restoration of degraded ecosystems in Garhwal Himalaya. The chapters are all abstracted separately. -J.W.Cooper","Ashish, New Delhi 110026","English","conservation;  earthquake;  ecology;  environmental conditions;  environmental impact;  environmental impact assessment;  fire;  hazard zone;  hazards;  landslide;  physiographic profile;  precipitation;  restoration;  soil erosion, Asia;  Garhwal Himalaya;  Himalaya;  Himalayas;  India",NA,NA,NA,NA,NA,NA,NA,"Garhwal Himalaya: Ecology and Environment.","unknown",NA,"selected"
"89",1736,"Rajwar_1991_NA","ARTICLE","Rajwar, G.S.","Advances in Himalayan ecology",NA,1991,NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040894209&partnerID=40&md5=ec3c291eb0a5348b2c55eb455babf044","The volume presents 22 studies, the first seven of which concern the status of alpine grazing lands, population structure and regeneration of sub-tropical forests, forest species composition and regeneration in the Garhwal Himalaya; structural characteristics of tropical freshwater swamp forest; and species composition, and phytosociology of Garhwal Himalayan oak forests and temperate forests. Then follow five smaller-scale studies on leaf litter decomposition; plant amino acid contents; microbes, vesicular-arbuscular fungi and their enzymatic activity; chemical analyses of grasses; and K cycling in sub-alpine grassland communities. A further five papers are linked to socio-economic and land-use factors in the Bhutan, Pakistan and Indian Himalayas, and lastly there are studies on physico-chemical and phycological assessment in the River Ganga; conservation of rare and endangered flora in the Eastern Himalaya; a tufa-forming ""rock builder moss'; environmental conservation of mined ecosystems; and the impact of wildfire on a montane oak forest. Most papers are abstracted separately. -J.W.Cooper","Today & Tomorrow's Printers & Publishers, New Delhi 110005; Recent Researches in Ecology, Environment & Pollution, 6","English","alpine;  forest;  grassland;  mountain;  oakwood;  phytosociology, Asia;  Bhutan;  Ganga River;  Garhwal Himalaya;  Himalayas;  India;  Pakistan",NA,NA,NA,NA,NA,NA,NA,"Advances in Himalayan Ecology.","unknown",NA,"selected"
"90",1739,"ROUT_1990_FLOR","article","ROUT and SK and GUPTA and SR","FOREST FLOOR, LITTERFALL AND NUTRIENT RETURN IN SUBTROPICAL FOREST ECOSYSTEMS OF SIWALIKS IN NORTHERN INDIA .2. LITTERFALL PATTERN AND NUTRIENT TURNOVER RATES","FLORA",1990,"184",NA,NA,"GUSTAV FISCHER VERLAG JENA","English",NA,"0367-2530",NA,"6","VILLENGANG 2, D-07745 JENA, GERMANY",NA,NA,"405-421","Forest Floor, Litterfall and Nutrient Return in Subtropical Forest Ecosystems of Siwaliks in Northern India .2. Litterfall Pattern and Nutrient Turnover Rates.","selected",NA,"selected"
"91",1741,"ROUT_1990_FLOR_1","article","ROUT and SK and GUPTA and SR","FOREST FLOOR, LITTERFALL AND NUTRIENT RETURN IN SUBTROPICAL FOREST ECOSYSTEMS OF SIWALIKS IN NORTHERN INDIA .1. FOREST FLOOR LITTER AND HERBACEOUS BIOMASS","FLORA",1990,"184",NA,NA,"GUSTAV FISCHER VERLAG JENA","English",NA,"0367-2530",NA,"5","VILLENGANG 2, D-07745 JENA, GERMANY",NA,NA,"325-339","Forest Floor, Litterfall and Nutrient Return in Subtropical Forest Ecosystems of Siwaliks in Northern India .1. Forest Floor Litter and Herbaceous Biomass.","selected",NA,"selected"
"92",1755,"Rout_1989_ProcPlanScie","ARTICLE","Rout, S.K. and Gupta, S.R.","Analysis of forest vegetation of Morni hills in northeast Haryana","Proceedings: Plant Sciences",1989,"99","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0003390786&doi=10.1007%2fBF03053523&partnerID=40&md5=46147a85e6adda9f07307831be8267ba","Morni hills which form a part of Siwaliks are located in north-east Haryana (30 35 to 34 45N and 70 00 to 75 15E) at an altitude of 1000 to 1200 m above the mean sea level. Vegetation analysis was undertaken in 3 forest types, i.e. Pinus roxburghii, mixed-deciduous forest and scrub. Anogeissus latifolia and Lannea coromandelica were the dominant tree species in the mixed forest. Pinus roxburghii forest was monospecific and Flacourtia indica was dominant in scrub. Bioedaphic conditions influenced the performance of tree and shrub species, density of seedlings and saplings and herb layer composition. The density of trees in mixed forest, Pinus forest and scrub forest was 890, 1070 and 170 trees ha-1, respectively. Total basal cover of trees (m2 ha-1) was: 5459, mixed forest; 4205, Pinus forest; 820, scrub forest. The density of shrub varied from 8250-11050 plants ha-1. 1989 Indian Academy of Sciences.",NA,"English",NA,"03700097","10.1007/BF03053523","2",NA,NA,NA,"117-126","Analysis of Forest Vegetation of Morni Hills in Northeast Haryana.","selected",NA,"selected"
"93",1769,"Rana_1988_ProcPlanScie","ARTICLE","Rana, B.S. and Singh, S.P. and Singh, R.P.","Biomass structure and net primary production of Siwalik chir pine (Pinus roxburghii Sarg.)-mixed broadleaf forest","Proceedings: Plant Sciences",1988,"98","https://www.scopus.com/inward/record.uri?eid=2-s2.0-10644234007&doi=10.1007%2fBF03053803&partnerID=40&md5=a312d9fc51c5775a1655ecfcf3edc3af","Biomass and net primary production of chir pine (Pinus roxburghii Sarg.)-mixed broadleaf forest is described. The total forest biomass (about 199 t ha-1) and net primary production (124 t ha-1 yr-1) did not reveal marked differences from similar aged central Himalayan chir pine forests. Trees accounted for most of the biomass and net primary production. 1988 Indian Academy of Sciences.",NA,"English",NA,"03700097","10.1007/BF03053803","4",NA,NA,NA,"307-316","Biomass Structure and Net Primary Production of Siwalik Chir Pine (Pinus Roxburghii Sarg.)-Mixed Broadleaf Forest.","selected",NA,"selected"
"94",1785,"Singh_1987_TheBotRev","ARTICLE","Singh, J.S. and Singh, S.P.","Forest vegetation of the Himalaya","The Botanical Review",1987,"53","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77951503562&doi=10.1007%2fBF02858183&partnerID=40&md5=452c24964100bee1bded5b4488f49ba0","This review deals with the forest vegetation of the Himalaya with emphasis on: paleoecological, phytogeographical, and phytosociological aspects of vegetation; structural and functional features of forest ecosystem; and relationship between man and forests. The Himalayan mountains are the youngest, and among the most unstable. The rainfall pattern is determined by the summer monsoon which deposits a considerable amount of rain (often above 2500 mm annually) on the outer ranges. The amount of annual rainfall decreases from east to west, but the contribution of the winter season to the total precipitation increases. Mountains of these dimensions separate the monsoon climate of south Asia from the cold and dry climate of central Asia. In general, a rise of 270 m in elevation corresponds to a fall of 1C in the mean annual temperature up to 1500 m, above which the fall is relatively rapid. Large scale surface removals and cyclic climatic changes influenced the course of vegetational changes through geological time. The Himalayan ranges, which started developing in the beginning of the Cenozoic, earlier supported tropical wet evergreen forests throughout the entire area (presently confined to the eastern part). The Miocene orogeny caused drastic changes in the vegetation, so much so that the existing flora was almost entirely replaced by the modern flora. Almost all the dominant forest species of the Pleistocene continue to maintain their dominant status to the present. Presently the Himalayan ranges encompass Austro-Polynesian, Malayo-Burman, Sino-Tibetan, Euro-Mediterranean, and African elements. While the Euro-Mediterranean affinities are well represented in the western Himalayan region (west of 77E long.), the Chinese and Malesian affinities are evident in the eastern region (east of 84E long.). However, the proportion of endemic taxa is substantial in the entire region. A representation of formation types in relation to climatic factors, viz., rainfall and temperature, indicates that boundaries between the types are not sharp. Formation types often integrate continuously, showing broad overlaps. Climate does not entirely determine the formation type, and the influence of soil, fire, etc., is also substantial. The ombrophilous broad leaf forests located in the submontane belt (&lt; 1000 m) of the eastern region are comparable to the typical tropical rain forests. On the other extreme, communities above 3000 m elevation are similar to sub-alpine and alpine types. From favorable to less favorable environments, as observed with decreasing moisture from east to west, or with decreasing temperature from low to high elevations, the forests become increasingly open, shortstatured and simpler, with little vertical stratification. Ordination of forest stands distributed within 300-2500 m elevations of the central Himalaya, by and large indicates a continuity of communities, with scattered centers of species importance values in the ordination field. Within the above elevational transect, sal (Shorea robusta) and oak (Quercus spp.) forests may be designated as the climax communities, respectively, of warmer and cooler climates. The flora of a part of the central Himalayan region is categorized as therohemigeophytic and that of a part of the western Himalayan region as geochamaephytic. An analysis of population structure over large areas in the central Himalaya, based on density-diameter distribution of trees, suggests that oldgrowth forests are being replaced by even-aged successional forests, dominated by a few species, such as Pinus roxburghii. Paucity of seedlings of climax species, namely Shorea robusta and Quercus spp. over large areas is evident. The Himalayan catchments are subsurface-flow systems and, therefore, are particularly susceptible to landslips and landslides. Loss of water and soil in terms of overflow is insignificant. Studies on recovery processes of forest ecosystems damaged due to shifting cultivation or landslides indicate that the ecosystems can recover quite rapidly, at least in elevations below 2500 m. For example, on a damaged forest site, seedlings of climax species (Quercus leucotrichophora) appeared only 21 years after the landslide. In the central Himalaya, the biomass of a majority of forests (163-787 t ha-1) falls within the range (200-600 t ha-1) given for many mature forests of the world, and the net primary productivity (found in the range of 11.0-27.4 t ha-1 yr-1) is comparable with the range of 20-30 t ha-1 yr-1 given for highly productive communities of favorable environments. In most of the forests of this region, the litter fall values (2.1-3.8 t C ha-1 yr-1) are higher than the mean reported for warm temperate forests (2.7 t C ha-1 yr-1). Of the total litter, the tree leaves account for 54-82% in the Himalayan forests. The rate of decomposition of leaves in some broadleaf species of submontane belt (0.253-0.274% day-1) are comparable with those reported for some tropical rain forest species. Because of the paucity of microorganisms and microarthropods in the forest litter and soil, high initial C:N ratio and high initial lignin content in leaves, the rate of leaf litter decomposition in Pinus roxburghii is markedly slower than in other species of the central Himalaya. The fungal species composition of the leaf litter of Pinus roxburghii is also distinct from those of other species. A greater proportion of nutrients is accumulated in the biomass component of the Himalayan forests than in the temperate forests. Although litter fall is the major route through which nutrients return from biomass to the soil pool, a substantial proportion of the total return is in the form of throughfall and stemflow. Among the dominant species of the central Himalaya, retranslocation of nutrients from the senescing leaves was markedly greater in Pinus roxburghii than in Quercus spp. and Shorea robusta. Consequently, the C:N ratio of leaf litter is markedly higher in Pinus roxburghii than in the other species. Immobilization of nutrients by the decomposers of the litter with high C:N ratio is one of the principal strategies through which Pinus roxburghii invades other forests and holds the site against possible reinvasion by oaks. Observations on the seasonality of various ecosystem functions suggest that Himalayan ecosystems are geared to take maximum advantages of the monsoon period (rainy season). Most of the human population depends on shifting-agriculture in the eastern region and on settled agriculture in the central and western regions. Either of these is essentially a forest-dependent cultivation. Each unit of agronomic energy produced in the settled agriculture entails about seven units of energy from forests. Consequently, forests with reasonable crown cover account for insignificant percentage of the land. Tea plantations and felling of trees for timber, paper pulp, etc., are some of the major commercial activities which adversely affected the Himalayan forests. 1987 The New York Botanical Garden.",NA,"English",NA,"00068101","10.1007/BF02858183","1",NA,NA,NA,"192-80","Forest Vegetation of the Himalaya.","selected",NA,"selected"
"95",1802,"Schweinfurth_1984_MR.D","ARTICLE","Schweinfurth, U.","The Himalaya: complexity of a mountain system manifested by its vegetation","Mountain Research & Development",1984,"4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0021541654&doi=10.2307%2f3673237&partnerID=40&md5=d50aaa7ede506d3cdcf50afe7c9a1d2c","Beginning with the range of vegetation types along the foothills from Assam, the vertical sequences of the various types are indicated and the continuous belt of higher humidity at 2000-3000 m in the east and 3000-3600 m in the west is emphasised. The differentiation in Outer, Inner and Tibetan Himalaya from south to north concludes the 3-dimensional approach. Climatically dry valleys are also discussed, as well as the influence of exposure in various parts of the mountain system. The impact of human activities is referred to. -from Author",NA,"English",NA,NA,"10.2307/3673237","4",NA,NA,NA,"339-344","The Himalaya: Complexity of a Mountain System Manifested by Its Vegetation.","unknown",NA,"selected"
"96",1870,"Vasudeva_2021_INJOOFRESE","article","Vasudeva and Vaishali and Nandy and Subrata and Padalia and Hitendra and Srinet and Ritika and Chauhan and Prakash","Mapping spatial variability of foliar nitrogen and carbon in Indian tropical moist deciduous sal (Shorea robusta) forest using machine learning algorithms and Sentinel-2 data","INTERNATIONAL JOURNAL OF REMOTE SENSING",2021,"42",NA,"Foliar Nitrogen (N) and Carbon (C) are two vital leaf biochemical components that can indicate forest health. In this study, the spatial distribution of foliar N and C was mapped using Sentinel-2 data in a tropical moist deciduous sal (Shorea robusta) forest of northwest Himalayan foothills of India. Empirical relationships were established between satellite data-derived spectral indices, band reflectance and ground measured foliar N and C using machine learning algorithm (MLA). Performance of MLAs viz. Random Forest (RF), Artificial Neural Network (ANN) and Support Vector Machine (SVM) were assessed. Using all the independent spectral variables, RF performed better than ANN and SVM in explaining the variation in foliar N and C. RF was further used to optimize the independent variables for identifying the best predictor variables. It was found that foliar N is strongly related to shortwave infrared-1 (SWIR-1) band and Normalized Difference Red Edge Index (NDRE). Foliar C was found to be strongly related to SWIR-1 band and spectral vegetation indices: Green Normalized Difference Vegetation Index (GNDVI), Green Red Vegetation Index (GRVI), Green Chlorophyll Index (GCI), and Ratio of Modified Chlorophyll Absorption in Reflectance Index and Optimized Soil Adjusted Vegetation Index (MCARI/OSAVI). Using these best predictor variables, the spatial variability of foliar N and C was mapped using RF algorithm. On validation of the predicted N and C with ground measured foliar N and C, R (2) of 0.85 (RMSE = 0.04\%) for N and R (2) of 0.86 (RMSE = 0.26\%) for C were observed. It can be concluded that MLAs have great potential to map the spatial variability of foliar N and C in the tropical forests using the broad bands of Sentinel-2 imagery.","TAYLOR \& FRANCIS LTD","English",NA,"0143-1161","10.1080/01431161.2020.1823043","3","2-4 PARK SQUARE, MILTON PARK, ABINGDON OR14 4RN, OXON, ENGLAND",NA,NA,"1139-1159","Mapping Spatial Variability of Foliar Nitrogen and Carbon in Indian Tropical Moist Deciduous Sal (Shorea Robusta) Forest using Machine Learning Algorithms and Sentinel-2 Data.","selected",NA,"selected"
"97",1871,"Maini_AROFAGANSOSC","article","Maini and Asima and Sharma and Vivek and Sharma and Sandeep and Arora and Raavi and Dhaliwal, S. S.","Soil biochemical properties of various land use under rainfed conditions in Shiwalik foothills of Punjab, India","ARCHIVES OF AGRONOMY AND SOIL SCIENCE",NA,NA,NA,"Soil microbial and enzymatic activities are sensitive to environmental change. To assess variations in soil properties, six prominent rainfed land-use systems were undertaken in Shiwalik foothills of Punjab, India. In soil samples (0-0.15 m), pH, EC, SOC, available nitrogen, phosphorus, potassium, DTPA-Zn, DTPA-Fe, DTPA-Mn and DTPA-Cu varied from 7.3-7.9, 0.31-0.61 ds m(-1), 0.20-0.63\%, 110-381 kg ha(-1), 29.8-32.6 kg ha(-1), 99-196 kg ha(-1), 9.5-15.1 mg kg(-1), 9.0-25.2 mg kg(-1), 0.31-1.02 mg kg(-1) and 0.71-0.96 mg kg(-1), respectively. In soil biochemical properties, dehydrogenase activity varied from 5.4-10.9 mu g TPF g(-1) h(-1), acid and alkaline phosphatase from 17.0-36.5 mu g pNP g(-1) h(-1) and 36.3-61.3 mu g pNP g(-1) h(-1), urease from 4.05 to 4.80 mu g NH4-N g(-1) soil min(-1), basal soil respiration from 0.13-0.27 mu g CO2 g(-1) soil h(-1), MBC from 34.9 to 184.5 mu g g(-1) soil, total and easily extractable glomalin from 4.19 to 8.80 g kg(-1) and 1.70 to 8.32 g kg(-1), respectively. PCA identified SOC, EC, total extractable glomalin, DTPA-Zn and available potassium as most sensitive and reliable indicators for soil quality. Agri-horticulture and forestry system are considered as sustainable ecosystem in Shiwalik foothills of Punjab.","TAYLOR \& FRANCIS LTD","English","Soil quality; phosphates; dehydrogenase; glomalin and urease","0365-0340","10.1080/03650340.2020.1851683 Early Access Date = {{DEC 2020",NA,"2-4 PARK SQUARE, MILTON PARK, ABINGDON OR14 4RN, OXON, ENGLAND",NA,NA,NA,"Soil Biochemical Properties of Various Land Use under Rainfed Conditions in Shiwalik Foothills of Punjab, India.","selected",NA,"selected"
"98",1875,"Mishra_JOOFTHINSOOFRESE","article","Mishra and Arun Pratap and Rai and Ishwari Datt and Pangtey and Divesh and Padalia and Hitendra","Vegetation Characterization at Community Level Using Sentinel-2 Satellite Data and Random Forest Classifier in Western Himalayan Foothills, Uttarakhand","JOURNAL OF THE INDIAN SOCIETY OF REMOTE SENSING",NA,NA,NA,"Characterization of forests is an important aspect for the management and conservation of biodiversity and satellite remote sensing provides opportunity to rapidly assess biodiversity patterns across large geographical areas. The present study aimed to characterize vegetation in a landscape with heterogenous topography using medium resolution Sentinel-2 satellite data and random forest (RF) machine learning algorithm. The study area falls in the Nandhaur landscape of western Himalayan foothills and forms an important part of the Terai Arc Landscape. Sentinel-2 satellite data of January, April and May months was used along with SRTM Digital Elevation Model. Primary field data was collected for dominant vegetation community characteristics and used for training and validation of the model in RF. A total of eleven forest vegetation communities was characterized with an accuracy of 70-87\% for individual imageries as well as in collocation of images. Satellite image of April was found most useful for discriminating forest communities with high spectral separability among communities. Variable important analysis revealed Vegetation Red Edge, Narrow NIR and NIR bands were useful for discriminating communities with maximum information along with SWIR and Red bands. Study found that collocation of the multi-date images was useful for classifying communities with higher accuracies. This attempt at characterizing heterogeneous vegetation communities with advanced machine learning tools in Himalayan foothills showed encouraging outcomes which can be used in future studies for monitoring and management of key habitats in this area.","SPRINGER","English","Forest community characterization; Random forest; Nandhaur landscape; Sentinel","0255-660X","10.1007/s12524-020-01253-x Early Access Date = {{NOV 2020",NA,"ONE NEW YORK PLAZA, SUITE 4600, NEW YORK, NY, UNITED STATES",NA,NA,NA,"Vegetation Characterization at Community Level using Sentinel-2 Satellite Data and Random Forest Classifier in Western Himalayan Foothills, Uttarakhand.","selected",NA,"selected"
"99",1881,"Srinet_2020_INJOOFRESE","article","Srinet and Ritika and Nandy and Subrata and Padalia and Hitendra and Ghosh and Surajit and Watham and Taibanganba and Patel, N. R. and Chauhan and Prakash","Mapping plant functional types in Northwest Himalayan foothills of India using random forest algorithm in Google Earth Engine","INTERNATIONAL JOURNAL OF REMOTE SENSING",2020,"41",NA,"Plant functional types (PFTs) have been widely used to represent the vegetation characteristics and their interlinkage with the surrounding environment in various earth system models. The present study aims to generate a PFT map for the Northwest Himalayan (NWH) foothills of India using seasonality parameters, topographic conditions, and climatic information from various satellite data and products using Random Forest (RF) algorithm in Google Earth Engine (GEE) platform. The seasonality information was extracted by carrying out a harmonic analysis of Normalized Difference Vegetation Index (NDVI) time-series (2008 to 2018) from Moderate Resolution Imaging Spectroradiometer (MODIS) Terra surface reflectance 8 day 500 m data (MOD09A1). For topographic information, Shuttle Radar Topography Mission (SRTM) digital elevation model (DEM) derived aspect and Multi-Scale Topographic Position Index (MTPI) were used, whereas, for climatic variables, WorldClim V2 Bioclimatic (Bioclim) variables were used. RF, a machine learning classifier, was used to generate a PFT map using these datasets. The overall accuracy of the resulting PFT map was found to be 83.33\% with a Kappa coefficient of 0.71. The present study provides an effective approach for PFT classification using different well-established, freely available satellite data and products in the GEE platform. This approach can also be implemented in different ecological settings by using various meaningful variables at varying resolutions.","TAYLOR \& FRANCIS LTD","English",NA,"0143-1161","10.1080/01431161.2020.1766147","18","2-4 PARK SQUARE, MILTON PARK, ABINGDON OR14 4RN, OXON, ENGLAND",NA,NA,"1-14","Mapping Plant Functional Types in Northwest Himalayan Foothills of India using Random Forest Algorithm in Google Earth Engine.","selected",NA,"selected"
"100",1909,"Hussain_2019_CATE","article","Hussain and Shabeer and Sharma and Vikas and Arya and Vivak M. and Sharma and Kuldeep R. and Rao and Ch Srinivasa","Total organic and inorganic carbon in soils under different land use/land cover systems in the foothill Himalayas","CATENA",2019,"182",NA,"Large-scale land degradation occurs in the foothill Himalayas mainly because of soil erosion, accelerated by tillage and poor management practices in agricultural lands and encroachment of land under forest cover. Land use exerts both direct (through C additions) and indirect (through its impact on soil erosion) influence on soil carbon. Partitioning of Total Carbon (TC) in organic and inorganic forms in degraded soils was studied, and compared these with soils under agriculture, horticulture and forest systems. Highest Total Organic Carbon (TOC) was recorded in forest soils followed by horticultural systems, whereas the least was observed in degraded and agricultural systems while Inorganic Carbon (IC) decreased in the sequence of: degraded lands > forest > agriculture >= horticulture. TOC stocks in the upper half-a-meter layer were 163.9 Mg ha(-1) in forest soils followed by horticulture (144.7 Mg ha(-1)) while in case of TC, the degraded lands closely followed forest soils. The contribution of IC to TC was about 39\% in degraded lands, which was about twice that of its contribution in forest soils. TOC decreased with soil depth whereas IC increased with depth. The increase in IC with depth was minor for agricultural and horticultural soils, whereas it was about 84\% for degraded and about 61\% for forest soils. Our study highlights the impact of erosion on dynamics of soil carbon and its partitioning and suggests the need to promote better carbon sequestering land use systems towards conservation of top carbon rich soil and promoting sustainability in hill ecosystems particularly in Himalayas.","ELSEVIER","English","Total organic carbon; Inorganic carbon; Land use; Land degradation; Shivaliks","0341-8162","10.1016/j.catena.2019.104104",NA,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",NA,NA,NA,"Total Organic and Inorganic Carbon in Soils under Different Land Use/Land Cover Systems in the Foothill Himalayas.","selected",NA,"selected"
"101",1933,"Singh_2018_TROPECOL","article","Singh and Shipra and Verma and Abhishek K.","Biomass and carbon stocks in different forest types of Western Himalaya","TROPICAL ECOLOGY",2018,"59",NA,"The variability of biomass and carbon stocks in forest ecosystem is influenced mainly by altitude, slope aspect, species composition, and structure, as well as management history. The study was conducted to understand the whole array of variation among five different elevation classes ranging from 400-3000 m asl as well among North and South aspects at the same elevation in Sirmaur district, Himachal Pradesh (Western Himalaya). A total of 30 plots (3 replicates in each forest type) were studied, where each plot represents 10 quadrats of 10 x 10 m size were laid to calculate forest biomass and carbon stocks. The values for Biomass density were in the range of 123.89 +/- 26.33 to 537.77 +/- 56.34 Mg ha(-1) whereas, Carbon density were in the range of 58.23 +/- 14.33 and 252.75 +/- 24.98 Mg ha(-1). The conifer forest types showed an increased amount of carbon density than broad-leaf forest types, but overall broad-leaf species contributed to more carbon stocks in the studied region due to absence of conifer species in lower elevation class. Protection of conifer species, especially Cedrus deodara that were found to contribute maximally to total carbon stocks could be very helpful in carbon sequestration. Also, old-growth individuals for both conifer and broad-leaf should be protected as they have high carbon accumulation potential, therefore, recommended for management in such sites. The outcomes of the current study could be useful in understanding the distribution of carbon stocks in sub-tropical and temperate forest types having similar species composition.","SCIENTIFIC PUBLISHERS","English","Biomass; carbon stocks; elevation; forest types; slope aspect; topography","0564-3295",NA,"4","5A, NEW PALI RD, JODHPUR, RAJASTHAN 342 001, INDIA",NA,NA,"647-658","Biomass and Carbon Stocks in Different Forest Types of Western Himalaya.","selected",NA,"selected"
"102",1938,"Singh_2018_JOOFTHINSOOFRESE","article","Singh and Priyanka and Saran and Sameer and Kumar and Dheeraj and Padalia and Hitendra and Srivastava and Ashutosh and Kumar, A. Senthil","Species Mapping Using Citizen Science Approach Through IBIN Portal: Use Case in Foothills of Himalaya","JOURNAL OF THE INDIAN SOCIETY OF REMOTE SENSING",2018,"46",NA,"In this era of rapid global change, biodiversity monitoring and improving species repository to meet requirements toward conservation is costly affairs and needs a practical solution to identify and locate species with habitats. The integrated approach of citizen science and information technologies has proven to be effective solution for geographical and taxonomical data collection with public engagement, covering local to national scale. As a first step, a mobile app is designed and developed for the IBIN (Indian Bioresource Information Network), a digitized collection of the biological resources of India that serves as a common platform to access spatial and non-spatial information on biorecources can host their data through this single and intuitive platform with full privileges and authenticity. IBIN mobile app can be seen as an efficient and rapid solution to record data on species, utilizing GPS and camera features of mobile devices. Present paper deals with the citizen science approaches, its contribution in biodiversity field, outlines the design and development of IBIN mobile app and its first case study carried out at foothills of Himalaya.","SPRINGER","English","Citizen science; Crowdsourcing; Biodiversity; Himalaya; Information technology","0255-660X","10.1007/s12524-018-0833-8","10","233 SPRING ST, NEW YORK, NY 10013 USA",NA,NA,"1725-1737","Species Mapping using Citizen Science Approach Through Ibin Portal: Use Case in Foothills of Himalaya.","selected",NA,"selected"
"103",1971,"Prasad_2017_JOOFTHPASOOFIN","article","Prasad, M. and Alok and Chauhan, D. K. and Singh, S. K. and Pandey, S. M.","MIDDLE MIOCENE (SIWALIK) PLANT MEGAFOSSILS FROM THE SUB-HIMALAYAN ZONE OF UTTARAKHAND AND THEIR PALAEOCLIMATIC IMPLICATIONS","JOURNAL OF THE PALAEONTOLOGICAL SOCIETY OF INDIA",2017,"62",NA,"Systematic study on the plant fossils (leaf and fruit impressions) collected from Lower Siwalik sediments of Sarda River section near Thuligad in the Sub-Himalayan hills, Uttarakhand revealed the occurrence of 12 new fossil taxa resembling the genera, Gynocardia (Flacourtiaceae), Mesua (Clusiaceae), Dipterocarpus (Dipterocarpaceae) Grewia (Tiliaceae), Nephalium (Sapindaceae) Millettia, Albizia and Xylia (Fabaceae) and Machilus (Lauraceae). The predominance of evergreen elements in the present Siwalik fossil assemblage indicates the prevalence of tropical, humid climate with plenty of rain fall during the deposition of Siwalik sediments. The analysis of present-day distribution of all the 12 fossil species recovered from the Siwalik sediments of Tanakpur area shows that they are mostly known to occur in the North-east India, Bangladesh, Myanmar and Malaysia wherever favourable climatic conditions exist. Of these, two taxa Dipterocarpus koilabasensis Prasad et al. and Dipterocarpus miogracilis n. sp. belonging to the family Dipterocarpaceae are phytogeographically important as they are not growing nowadays in the Himalayan foot hills of Uttarakhand but migrated towards north eastward (North-east India, Malaya, Myanmar etc.) due to prevailing unfavorable climatic condition during the Siwalik period (Middle Miocene). Coexistence approach (CoA) suggests that the Tanakpur area in the Himalayan foot -hills of Uttarakhand enjoyed a tropical climate with MAT 21(omicron)C-27(omicron)C and MAP 1900-3500mm during the Mio- Pliocene times. Thus it may suggest that fossil flora recovered from the Siwalik of Thuligad area coexist in such climatic ranges during Middle Miocene times.","PALAEONTOLOGICAL SOC INDIA","English","Plant megafossils (Leaf and fruit impressions); morphotaxonomy; palaeoclimate; Siwalik Group; Sub-Himalayan Hills; Uttarakhand","0552-9360",NA,"1","LUCKNOW UNIV, GEOLOGY DEPT, LUCKNOW, INDIA",NA,NA,"120-97","Middle Miocene (Siwalik) Plant Megafossils from the Sub-Himalayan Zone of Uttarakhand and their Palaeoclimatic Implications.","unknown",NA,"selected"
